"ComputerName","Instance","DatabaseName","SchemaName","TableName","ColumnName","ColumnDataType","ColumnMaxLength"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_7_ignored","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_7_ignored","idnt","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","yitrat_keren","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","pigurim","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","hotzaot","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","yitra_letashlum","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","event_type_desc","varchar","14"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_8_ignored","idnt","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","event_type_desc","varchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","yitrat_keren","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","pigurim","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","hotzaot","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","yitra_letashlum","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","N","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","Delta","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_ksp_events_backup","SK","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","event_type_desc","varchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","yitrat_keren","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","pigurim","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","hotzaot","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","yitra_letashlum","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","N","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","Delta","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","SK","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","sign","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_end082105","sign_desc","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","event_type_desc","varchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","yitrat_keren","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","pigurim","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","hotzaot","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","yitra_letashlum","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","N","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Events_old","Delta","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","event_type_desc","varchar","5"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","itrat_keren","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","pigurim","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","hotzaot","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","yitra_letashlum","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Ksp_Eventstmp11111","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","Msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","MR_Ms_Zehut","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","Yeshut","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","Name","varchar","60"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","Active","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","Year","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","address","varchar","42"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","yeshuv","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Merkava_Vendors","zip_code","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","misd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","ms_mana","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","ms_zehut","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mis_rechev","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","sug_baalut","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mishpacha","varchar","14"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","shem_prati","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mis_balim","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mikud","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","semel_ishuv","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","shem_yshuv","varchar","13"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","rechov","varchar","17"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mis_bit","varchar","5"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","dira","varchar","4"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","kod_sug_r","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","sug_rechev","varchar","24"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","sug_tozar","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","tozar","varchar","14"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","shnat_izur","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","date_tokef","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","gniva","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mis_ikul","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","kod_bitul","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","sibat_bitul","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","shibud","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","meches","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","tarif_code","varchar","2"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","tarif","varchar","15"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","nefach_manoa","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","date_hfka","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","tarich_ikul","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mador_p","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mador_t","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mis_tikim_p","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","schum_tikim_p","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","mis_tikim_t","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","schum_tikim_t","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","hamtana","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","totzaat_ishur","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","tupal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_rechavim","cl_ms_zehut","nvarchar","9"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tarich_tashlum","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","makor_tashlum","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tzurat_tashlum","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","ms_hodaat_zikuy","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","schum_tashlum","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tarich_tashlum_bepoal","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tamzit_no","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tamzit_year","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tarich_tashlum_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","msd","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tashlumnum","bigint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","makor__tashlum_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","makor_tashlum_where","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tzurat_tashlum_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","Tzurat_tashlum_where","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","tarich_klita_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","First_Peilut_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","drisha2_first_drisha_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","FirstAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","SecondAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","ThirdAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","nimsar2_mesira_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","Tashlum_kodem_when","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","Tashlum_kodem_when_desc","nvarchar","21"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","Kod_Tashlum","nvarchar","61"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim","idnt","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tarich_tashlum","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","makor_tashlum","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tzurat_tashlum","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","ms_hodaat_zikuy","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","schum_tashlum","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tarich_tashlum_bepoal","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tamzit_no","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tamzit_year","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tarich_tashlum_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","msd","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tashlumnum","bigint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","makor__tashlum_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","makor_tashlum_where","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tzurat_tashlum_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","Tzurat_tashlum_where","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","tarich_klita_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","First_Peilut_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","drisha2_first_drisha_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","FirstAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","SecondAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","ThirdAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","nimsar2_mesira_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","Tashlum_kodem_when","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","Tashlum_kodem_when_desc","nvarchar","21"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Tashlumim_ForYitraXXXXXXXXXXXXXXXXXXXXXX","Kod_Tashlum","nvarchar","61"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tarich_tashlum","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","makor_tashlum","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tzurat_tashlum","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","ms_hodaat_zikuy","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","schum_tashlum","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tarich_tashlum_bepoal","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tamzit_no","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tamzit_year","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tarich_tashlum_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","msd","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tashlumnum","bigint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","makor__tashlum_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","makor_tashlum_where","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tzurat_tashlum_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","Tzurat_tashlum_where","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","tarich_klita_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","First_Peilut_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","drisha2_first_drisha_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","FirstAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","SecondAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","ThirdAlich_tarich_alich_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","nimsar2_mesira_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","Tashlum_kodem_when","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","Tashlum_kodem_when_desc","nvarchar","21"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_kodmim","Kod_Tashlum","nvarchar","61"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_tashlumim_merkaz","ms_merkaz","int",""
